truck_id,temperature,fuel,latitude,longitude,timestamp
SAIA-90652,25.3,44.6,43.865795,-73.538075,18-06-2026 02:06
USAT-37171,36.1,62.7,32.405263,-88.4484,18-06-2026 02:07
SWFT-72650,42.6,59.7,33.600777,-116.147928,18-06-2026 02:07
KNGT-34092,-5.1,92.3,38.35812,-105.835682,18-06-2026 02:08
CRST-60364,33.6,82.2,42.53607,-108.818528,18-06-2026 02:08
USAT-11389,55.5,79.2,37.361107,-96.700175,18-06-2026 02:09
KNGT-54268,51.3,32.1,24.018926,-85.365823,18-06-2026 02:09
SCHN-13655,3.0,34.9,29.016871,-81.195242,18-06-2026 02:10
WERN-40925,67.2,37.6,41.369662,-114.672616,18-06-2026 02:10
USAT-51754,-23.8,37.1,32.878712,-116.536913,18-06-2026 02:11
HUBG-29111,49.0,88.2,29.297994,-107.788865,18-06-2026 02:11
HUBG-84456,5.1,48.5,48.369102,-111.462327,18-06-2026 02:12
USAT-81309,64.4,66.5,27.540748,-70.100665,18-06-2026 02:12
CRST-16343,56.8,22.6,48.287585,-79.518281,18-06-2026 02:13
CRST-70424,58.7,98.7,34.076384,-75.331811,18-06-2026 02:13
KNGT-67304,-1.1,96.1,24.777929,-124.726379,18-06-2026 02:14
SCHN-12653,50.7,60.4,33.484739,-71.071088,18-06-2026 02:14
SAIA-19409,6.6,92.1,46.953438,-99.045253,18-06-2026 02:15
CRST-73001,17.5,83.4,45.635434,-97.03764,18-06-2026 02:15
WERN-35417,60.9,9.3,26.900863,-108.710098,18-06-2026 02:16
SCHN-29995,43.4,97.0,44.28561,-111.779568,18-06-2026 02:16
CRST-41678,35.9,30.1,29.339697,-113.641109,18-06-2026 02:17
KNGT-65545,-12.7,20.5,32.096672,-122.373017,18-06-2026 02:17
HUBG-13119,26.1,99.1,40.545329,-117.495173,18-06-2026 02:18
SCHN-61172,-13.3,10.2,46.351882,-122.765516,18-06-2026 02:18
SCHN-62203,-17.9,64.2,45.677273,-104.167088,18-06-2026 02:19
SCHN-66127,64.9,93.3,35.795766,-114.202342,18-06-2026 02:19
KNGT-11671,31.3,99.1,48.621172,-81.381965,18-06-2026 02:20
SWFT-43104,-24.4,87.4,36.602693,-76.387833,18-06-2026 02:20
USAT-29606,19.6,90.0,34.581147,-84.263502,18-06-2026 02:21
USAT-09742,2.2,47.9,42.966874,-89.898138,18-06-2026 02:21
CRST-70830,-10.4,95.7,42.90977,-101.39613,18-06-2026 02:22
SCHN-18025,52.8,19.4,46.946815,-79.63535,18-06-2026 02:22
USAT-63509,-10.4,25.5,47.872614,-110.250006,18-06-2026 02:23
CRST-52655,-9.2,21.1,44.712013,-124.310748,18-06-2026 02:23
SWFT-60993,-2.9,69.5,32.116268,-121.278622,18-06-2026 02:24
CRST-48117,42.7,3.4,31.617083,-109.307308,18-06-2026 02:24
SCHN-46183,-6.9,22.5,40.428122,-119.461207,18-06-2026 02:25
SWFT-11741,5.5,45.2,46.222676,-96.133372,18-06-2026 02:25
SWFT-18095,60.7,36.5,40.983735,-83.644817,18-06-2026 02:26
WERN-58159,28.7,0.4,26.207696,-98.182354,18-06-2026 02:26
SWFT-62179,-8.6,23.1,39.348866,-114.158428,18-06-2026 02:27
SWFT-59859,56.7,5.4,33.624149,-110.392909,18-06-2026 02:27
WERN-73287,23.7,23.3,45.630181,-100.162607,18-06-2026 02:28
HUBG-69159,54.3,51.4,47.399175,-101.293303,18-06-2026 02:28
SCHN-98313,-17.5,36.2,37.689765,-68.498507,18-06-2026 02:29
USAT-74079,-9.6,82.5,27.266196,-110.940663,18-06-2026 02:29
HUBG-09331,-16.3,37.8,48.612682,-92.966238,18-06-2026 02:30
USAT-74580,20.7,39.9,44.900517,-89.118657,18-06-2026 02:30
SWFT-72021,11.8,31.5,31.419251,-124.557879,18-06-2026 02:31
WERN-26172,14.5,15.7,45.457199,-86.923971,18-06-2026 02:31
CRST-03483,9.8,20.2,48.309405,-89.997084,18-06-2026 02:32
SWFT-77092,15.3,92.7,42.793712,-100.118084,18-06-2026 02:32
USAT-39573,11.2,50.8,34.205522,-102.090168,18-06-2026 02:33
USAT-73679,-9.8,91.2,42.348368,-93.46844,18-06-2026 02:33
HUBG-81778,29.1,59.9,24.801541,-114.12772,18-06-2026 02:34
KNGT-15183,57.6,34.4,34.164145,-90.142927,18-06-2026 02:34
WERN-95567,69.4,98.9,48.022387,-72.500726,18-06-2026 02:35
WERN-40652,-13.9,6.7,47.83203,-72.153483,18-06-2026 02:35
SAIA-60635,14.1,92.4,38.433095,-123.23349,18-06-2026 02:36
WERN-67311,-2.1,41.9,39.429653,-81.486649,18-06-2026 02:36
KNGT-26810,28.9,79.2,42.636042,-99.322326,18-06-2026 02:37
SAIA-08699,9.2,80.4,41.402801,-108.672223,18-06-2026 02:37
WERN-62466,58.4,30.7,43.551059,-88.396155,18-06-2026 02:38
SAIA-34804,63.8,7.9,47.950802,-77.576984,18-06-2026 02:38
KNGT-23830,5.9,78.8,42.928785,-87.284706,18-06-2026 02:39
SCHN-43693,8.9,73.6,36.112573,-86.563117,18-06-2026 02:39
CRST-12420,25.8,26.6,35.457904,-79.85279,18-06-2026 02:40
HUBG-55293,35.4,84.7,45.341396,-110.325095,18-06-2026 02:40
KNGT-71875,46.5,55.3,26.933757,-70.426015,18-06-2026 02:41
SCHN-78885,-15.5,76.4,44.030304,-90.194861,18-06-2026 02:41
USAT-41891,-20.1,47.5,33.220452,-113.589865,18-06-2026 02:42
SCHN-17712,39.4,9.2,42.685328,-121.013685,18-06-2026 02:42
KNGT-00372,20.5,8.6,37.636944,-81.542324,18-06-2026 02:43
SAIA-73377,38.9,67.3,32.739982,-111.424747,18-06-2026 02:43
SAIA-33639,3.7,99.9,47.080155,-69.660048,18-06-2026 02:44
HUBG-17458,-8.6,77.5,24.349643,-83.605234,18-06-2026 02:44
USAT-04738,-14.4,46.1,29.229317,-70.001511,18-06-2026 02:45
SWFT-16750,49.7,87.6,35.749134,-99.818942,18-06-2026 02:45
SCHN-10733,13.3,48.6,38.729286,-94.555257,18-06-2026 02:46
SCHN-08857,-17.1,56.8,41.107815,-113.542368,18-06-2026 02:46
SAIA-40917,-1.6,33.4,32.407528,-105.060563,18-06-2026 02:47
CRST-46649,56.8,67.9,36.296749,-84.32914,18-06-2026 02:47
HUBG-07190,20.7,57.0,32.736303,-83.27571,18-06-2026 02:48
USAT-30932,56.1,94.0,25.856975,-94.722351,18-06-2026 02:48
CRST-15398,64.8,39.6,43.090701,-104.166619,18-06-2026 02:49
USAT-44179,-18.6,49.3,32.822879,-102.053847,18-06-2026 02:49
KNGT-46845,64.6,17.3,37.235056,-122.304493,18-06-2026 02:50
SAIA-98348,10.3,77.2,27.031568,-107.719346,18-06-2026 02:50
CRST-07810,41.3,98.3,34.894913,-105.203375,18-06-2026 02:51
SWFT-81472,13.3,97.8,44.242735,-90.063742,18-06-2026 02:51
KNGT-63459,33.4,47.7,35.84594,-79.565935,18-06-2026 02:52
SWFT-05313,38.6,52.9,45.365597,-124.31272,18-06-2026 02:52
HUBG-09599,-12.4,30.0,46.44444,-92.613679,18-06-2026 02:53
HUBG-58697,16.0,97.1,28.018552,-121.625221,18-06-2026 02:53
USAT-21468,-5.4,11.5,44.809997,-101.213021,18-06-2026 02:54
SAIA-21079,-13.7,77.8,27.940686,-87.211498,18-06-2026 02:54
SWFT-46621,31.2,56.0,41.850237,-123.587424,18-06-2026 02:55
CRST-99649,39.6,64.5,33.141506,-114.533899,18-06-2026 02:55
SCHN-63600,-0.5,63.2,36.307144,-82.74607,18-06-2026 02:56
CRST-18360,-24.3,43.6,32.852042,-106.775718,18-06-2026 02:56
CRST-37889,67.2,52.0,41.897565,-114.800019,18-06-2026 02:57
SAIA-09364,20.1,69.7,26.722406,-98.943604,18-06-2026 02:57
SCHN-12880,36.9,95.1,40.257398,-87.53584,18-06-2026 02:58
USAT-53019,-17.9,40.8,29.029394,-114.969218,18-06-2026 02:58
SWFT-86173,33.9,44.6,37.970894,-103.408584,18-06-2026 02:59
SWFT-05631,47.4,17.6,44.0798,-122.096325,18-06-2026 02:59
SAIA-49965,-20.5,67.3,25.213427,-108.987017,18-06-2026 03:00
SWFT-46348,24.7,91.8,38.1294,-98.025769,18-06-2026 03:00
SWFT-53498,-11.5,53.2,43.017144,-69.864049,18-06-2026 03:01
WERN-16537,-11.0,24.0,35.299808,-86.052328,18-06-2026 03:01
WERN-96009,33.4,46.3,32.113783,-92.017989,18-06-2026 03:02
SAIA-23373,33.8,47.4,45.721134,-82.76034,18-06-2026 03:02
HUBG-92236,27.6,23.7,26.294924,-75.863127,18-06-2026 03:03
USAT-56167,23.5,55.7,25.073354,-95.471651,18-06-2026 03:03
